Voltage(mV),Ferri-Solo,Voltage(mV),Ferri-Solo,Voltage(mV),Ferri-Solo
119.361,1.747,81.284,0.989,-118.592,-0.603
118.381,1.742,82.296,0.988,-117.552,-0.601
117.37,1.739,83.293,0.987,-116.56,-0.599
116.401,1.732,84.285,0.987,-115.561,-0.597
115.397,1.729,85.301,0.987,-114.595,-0.594
114.392,1.723,86.306,0.986,-113.609,-0.591
113.383,1.718,87.297,0.985,-112.598,-0.589
112.383,1.714,88.299,0.985,-111.579,-0.588
111.383,1.71,89.299,0.984,-110.638,-0.583
110.405,1.702,90.305,0.983,-109.568,-0.582
109.381,1.697,91.289,0.983,-108.589,-0.58
108.38,1.693,92.28,0.982,-107.616,-0.577
107.385,1.688,93.281,0.982,-106.622,-0.573
106.394,1.681,94.297,0.981,-105.585,-0.572
105.39,1.676,95.285,0.981,-104.612,-0.567
104.391,1.671,96.284,0.98,-103.595,-0.566
103.402,1.664,97.284,0.98,-102.656,-0.561
102.413,1.657,98.297,0.979,-101.63,-0.56
101.403,1.65,99.292,0.979,-100.667,-0.555
100.392,1.645,100.291,0.979,-99.637,-0.553
99.401,1.637,101.297,0.979,-98.641,-0.548
98.398,1.629,102.31,0.976,-97.605,-0.546
97.397,1.623,103.302,0.976,-96.61,-0.541
96.395,1.616,104.291,0.976,-95.59,-0.54
95.39,1.609,105.277,0.975,-94.66,-0.532
94.402,1.599,106.275,0.974,-93.583,-0.531
93.384,1.593,107.283,0.974,-92.589,-0.527
92.386,1.584,108.279,0.974,-91.599,-0.523
91.39,1.578,109.282,0.974,-90.602,-0.518
90.409,1.567,110.296,0.972,-89.579,-0.516
89.402,1.56,111.28,0.972,-88.616,-0.51
88.408,1.55,112.276,0.972,-87.609,-0.506
87.4,1.541,113.285,0.971,-86.634,-0.5
86.413,1.531,114.281,0.97,-85.585,-0.497
85.403,1.522,115.284,0.97,-84.594,-0.491
84.402,1.511,116.286,0.969,-83.59,-0.488
83.396,1.503,117.261,0.97,-82.614,-0.482
82.409,1.49,118.264,0.968,-81.6,-0.477
81.394,1.481,119.251,0.969,-80.602,-0.471
80.399,1.47,120.254,0.968,-79.582,-0.469
79.402,1.459,121.261,0.969,-78.636,-0.459
78.416,1.447,122.274,0.968,-77.585,-0.456
77.411,1.437,123.271,0.967,-76.61,-0.452
76.419,1.422,124.26,0.966,-75.638,-0.445
75.413,1.411,125.26,0.967,-74.648,-0.437
74.422,1.396,126.279,0.966,-73.616,-0.433
73.414,1.385,127.265,0.966,-72.625,-0.425
72.421,1.368,128.27,0.966,-71.6,-0.422
71.407,1.357,129.289,0.964,-70.636,-0.412
70.42,1.339,130.256,0.965,-69.606,-0.408
69.401,1.328,131.25,0.965,-68.621,-0.4
68.41,1.313,132.25,0.964,-67.603,-0.394
67.406,1.299,133.253,0.965,-66.617,-0.385
66.419,1.281,134.257,0.964,-65.595,-0.38
65.418,1.266,135.255,0.963,-64.606,-0.372
64.43,1.249,136.253,0.964,-63.605,-0.369
63.431,1.233,137.253,0.964,-62.662,-0.355
62.441,1.211,138.249,0.963,-61.623,-0.35
61.419,1.196,139.258,0.963,-60.625,-0.342
60.427,1.176,140.25,0.964,-59.628,-0.335
59.424,1.159,141.262,0.962,-58.628,-0.324
58.426,1.136,142.26,0.962,-57.609,-0.32
57.415,1.122,143.231,0.962,-56.644,-0.308
56.432,1.096,144.228,0.963,-55.624,-0.304
55.413,1.08,145.248,0.962,-54.658,-0.29
54.43,1.054,146.241,0.963,-53.62,-0.284
53.406,1.036,147.244,0.963,-52.632,-0.274
52.418,1.013,148.246,0.963,-51.628,-0.268
51.423,0.992,149.252,0.963,-50.655,-0.257
50.434,0.962,150.253,0.962,-49.662,-0.248
49.414,0.947,151.24,0.963,-48.656,-0.236
48.432,0.919,152.253,0.963,-47.638,-0.231
47.424,0.894,153.261,0.963,-46.674,-0.214
46.434,0.863,154.273,0.962,-45.62,-0.209
45.407,0.845,155.265,0.962,-44.63,-0.2
44.426,0.815,156.245,0.962,-43.647,-0.189
43.426,0.788,157.245,0.963,-42.641,-0.177
42.422,0.755,158.257,0.962,-41.612,-0.17
41.403,0.735,159.245,0.963,-40.623,-0.157
40.425,0.706,160.24,0.963,-39.611,-0.151
39.434,0.678,161.267,0.962,-38.645,-0.135
38.45,0.641,162.249,0.963,-37.616,-0.13
37.43,0.614,163.243,0.963,-36.654,-0.117
36.437,0.585,164.241,0.963,-35.644,-0.108
35.442,0.553,165.244,0.963,-34.655,-0.094
34.45,0.51,166.254,0.964,-33.629,-0.086
33.417,0.49,167.255,0.963,-32.638,-0.074
32.438,0.453,168.236,0.965,-31.641,-0.068
31.435,0.419,169.237,0.964,-30.676,-0.049
30.437,0.378,170.223,0.965,-29.626,-0.042
29.415,0.349,171.227,0.966,-28.633,-0.033
28.425,0.309,172.222,0.966,-27.643,-0.022
27.418,0.283,173.224,0.966,-26.65,-0.009
26.441,0.236,174.248,0.965,-25.63,-0.003
25.42,0.209,175.227,0.966,-24.662,0.01
24.446,0.166,176.226,0.969,-23.666,0.02
23.437,0.132,177.254,0.966,-22.68,0.034
22.448,0.083,178.238,0.969,-21.649,0.042
21.423,0.048,179.251,0.969,-20.658,0.052
20.425,0.013,180.267,0.967,-19.66,0.062
19.43,-0.026,181.242,0.969,-18.666,0.075
18.439,-0.079,182.237,0.969,-17.646,0.083
17.414,-0.104,183.225,0.969,-16.649,0.094
16.429,-0.157,184.225,0.971,-15.649,0.099
15.413,-0.196,185.231,0.971,-14.681,0.116
14.419,-0.236,186.228,0.972,-13.641,0.121
13.424,-0.271,187.242,0.972,-12.657,0.131
12.444,-0.319,188.219,0.973,-11.671,0.138
11.442,-0.36,189.227,0.973,-10.688,0.152
10.445,-0.415,190.236,0.973,-9.665,0.158
9.42,-0.444,191.229,0.975,-8.675,0.17
8.434,-0.499,192.234,0.977,-7.664,0.175
7.419,-0.531,193.283,0.973,-6.684,0.188
6.437,-0.588,194.222,0.976,-5.669,0.192
5.417,-0.629,195.216,0.978,-4.685,0.203
4.405,-0.672,196.222,0.978,-3.669,0.21
3.406,-0.712,197.233,0.978,-2.682,0.22
2.417,-0.77,198.229,0.979,-1.664,0.225
1.387,-0.792,199.234,0.979,-0.678,0.233
0.428,-0.845,200.23,0.982,0.318,0.237
-0.568,-0.888,201.249,0.981,1.281,0.25
-1.555,-0.942,202.233,0.983,2.313,0.255
-2.576,-0.978,203.257,0.983,3.303,0.262
-3.564,-1.026,204.249,0.985,4.301,0.269
-4.568,-1.067,205.272,0.985,5.309,0.278
-5.563,-1.123,206.272,0.983,6.331,0.28
-6.583,-1.155,207.236,0.985,7.306,0.29
-7.559,-1.21,208.214,0.988,8.328,0.291
-8.575,-1.246,209.253,0.987,9.315,0.301
-9.565,-1.299,210.211,0.989,10.336,0.305
-10.583,-1.33,211.221,0.99,11.33,0.31
-11.564,-1.371,212.223,0.991,12.331,0.313
-12.551,-1.413,213.222,0.992,13.317,0.32
-13.532,-1.481,214.218,0.993,14.32,0.324
-14.57,-1.496,215.218,0.993,15.31,0.33
-15.534,-1.55,216.204,0.996,16.319,0.33
-16.543,-1.594,217.223,0.995,17.297,0.34
-17.548,-1.638,218.223,0.996,18.333,0.341
-18.559,-1.674,219.215,0.997,19.322,0.344
-19.55,-1.72,220.186,0.999,20.31,0.35
-20.558,-1.757,221.187,1,21.319,0.354
-21.551,-1.809,222.197,1,22.337,0.354
-22.583,-1.834,223.179,1.003,23.316,0.36
-23.566,-1.879,224.18,1.006,24.332,0.361
-24.564,-1.902,225.23,1.003,25.313,0.366
-25.53,-1.957,226.183,1.006,26.332,0.366
-26.554,-1.989,227.186,1.008,27.305,0.371
-27.544,-2.022,228.199,1.009,28.316,0.374
-28.532,-2.059,229.204,1.01,29.312,0.377
-29.521,-2.117,230.209,1.012,30.33,0.378
-30.57,-2.123,231.23,1.011,31.322,0.381
-31.526,-2.172,232.201,1.014,32.325,0.381
-32.535,-2.204,233.2,1.014,33.305,0.387
-33.528,-2.244,234.171,1.017,34.338,0.386
-34.544,-2.27,235.176,1.017,35.33,0.388
-35.535,-2.309,236.164,1.02,36.328,0.39
-36.556,-2.327,237.182,1.022,37.328,0.393
-37.52,-2.375,238.199,1.021,38.343,0.391
-38.543,-2.389,239.164,1.023,39.323,0.394
-39.509,-2.429,240.156,1.027,40.313,0.395
-40.519,-2.45,241.199,1.024,41.295,0.398
-41.503,-2.492,242.167,1.028,42.316,0.398
-42.531,-2.515,243.186,1.031,43.306,0.399
-43.539,-2.539,244.214,1.029,44.315,0.4
-44.526,-2.563,245.18,1.032,45.304,0.402
-45.512,-2.612,246.158,1.034,46.326,0.401
-46.567,-2.611,247.147,1.035,47.311,0.403
-47.525,-2.649,248.148,1.039,48.313,0.402
-48.544,-2.673,249.172,1.039,49.299,0.406
-49.551,-2.692,250.161,1.042,50.318,0.405
-50.541,-2.71,251.186,1.042,51.31,0.405
-51.528,-2.735,252.164,1.046,52.299,0.406
-52.525,-2.752,253.18,1.047,53.295,0.408
-53.51,-2.788,254.196,1.047,54.313,0.407
-54.544,-2.794,255.187,1.05,55.293,0.409
-55.516,-2.825,256.198,1.055,56.317,0.408
-56.535,-2.832,257.277,1.049,57.304,0.41
-57.504,-2.862,258.194,1.053,58.315,0.409
-58.528,-2.878,259.178,1.057,59.313,0.41
-59.527,-2.892,260.174,1.058,60.316,0.41
-60.518,-2.909,261.172,1.06,61.319,0.412
-61.511,-2.941,262.164,1.062,62.338,0.41
-62.562,-2.932,263.165,1.064,63.317,0.412
-63.495,-2.959,264.157,1.068,64.318,0.411
-64.503,-2.971,265.173,1.068,65.309,0.411
-65.487,-2.992,266.147,1.071,66.306,0.412
-66.509,-2.999,267.163,1.073,67.3,0.412
-67.491,-3.017,268.15,1.077,68.299,0.412
-68.509,-3.025,269.183,1.077,69.3,0.414
-69.496,-3.049,270.176,1.077,70.311,0.412
-70.532,-3.045,271.141,1.08,71.303,0.414
-71.491,-3.068,272.116,1.086,72.313,0.413
-72.522,-3.072,273.163,1.083,73.306,0.413
-73.505,-3.093,274.118,1.088,74.311,0.414
-74.547,-3.094,275.127,1.092,75.312,0.414
-75.533,-3.101,276.148,1.092,76.316,0.414
-76.506,-3.109,277.156,1.093,77.309,0.414
-77.483,-3.133,278.137,1.099,78.311,0.413
-78.538,-3.123,279.144,1.099,79.299,0.415
-79.482,-3.141,280.144,1.105,80.3,0.414
-80.492,-3.147,281.186,1.104,81.287,0.415
-81.487,-3.159,282.179,1.107,82.306,0.414
-82.517,-3.158,283.183,1.107,83.3,0.415
-83.482,-3.17,284.144,1.112,84.297,0.414
-84.495,-3.174,285.144,1.115,85.304,0.415
-85.489,-3.189,286.147,1.116,86.306,0.415
-86.534,-3.186,287.123,1.119,87.3,0.415
-87.509,-3.195,288.12,1.127,88.306,0.415
-88.516,-3.193,289.187,1.121,89.308,0.415
-89.465,-3.206,290.117,1.128,90.311,0.415
-90.488,-3.207,291.121,1.132,91.283,0.414
-91.483,-3.211,292.14,1.133,92.284,0.415
-92.478,-3.216,293.145,1.136,93.28,0.416
-93.468,-3.232,294.152,1.141,94.299,0.415
-94.552,-3.22,295.186,1.139,95.284,0.415
-95.487,-3.231,296.143,1.147,96.284,0.416
-96.509,-3.232,297.162,1.143,97.285,0.416
-97.496,-3.24,298.12,1.152,98.293,0.416
-98.532,-3.239,299.135,1.153,99.286,0.416
-99.528,-3.246,300.125,1.158,100.291,0.416
-100.564,-3.242,301.156,1.161,101.292,0.417
-101.528,-3.248,302.174,1.161,102.307,0.417
-102.544,-3.244,303.152,1.164,103.3,0.416
-103.499,-3.252,304.139,1.176,104.284,0.416
-104.512,-3.251,305.217,1.169,105.275,0.417
-105.481,-3.257,306.173,1.178,106.281,0.417
-106.511,-3.258,307.204,1.183,107.283,0.417
-107.52,-3.256,308.251,1.18,108.283,0.417
-108.491,-3.256,309.221,1.181,109.281,0.418
-109.456,-3.267,310.176,1.187,110.301,0.417
-110.535,-3.258,311.168,1.19,111.281,0.418
-111.476,-3.264,312.142,1.198,112.271,0.418
-112.491,-3.265,313.181,1.195,113.288,0.418
-113.5,-3.264,314.144,1.202,114.286,0.419
-114.495,-3.263,315.163,1.202,115.289,0.419
-115.461,-3.266,316.122,1.21,116.298,0.418
-116.46,-3.265,317.141,1.212,117.261,0.419
-117.441,-3.27,318.147,1.213,118.272,0.418
-118.489,-3.265,319.125,1.219,119.255,0.421
-119.456,-3.269,320.134,1.232,120.262,0.419
-120.487,-3.266,321.231,1.217,121.258,0.42
-121.453,-3.269,322.117,1.229,122.27,0.421
-122.476,-3.267,323.105,1.235,123.273,0.419
-123.478,-3.267,324.111,1.238,124.266,0.42
-124.479,-3.268,325.109,1.241,125.27,0.422
-125.472,-3.272,326.1,1.248,126.287,0.421
-126.552,-3.263,327.121,1.248,127.274,0.422
-127.467,-3.266,328.107,1.257,128.277,0.422
-128.459,-3.266,329.138,1.254,129.291,0.421
-129.446,-3.267,330.104,1.264,130.27,0.422
-130.463,-3.264,331.131,1.266,131.256,0.422
-131.433,-3.266,332.127,1.276,132.252,0.423
-132.454,-3.264,333.179,1.276,133.257,0.423
-133.44,-3.266,334.177,1.274,134.26,0.423
-134.472,-3.261,335.124,1.279,135.26,0.424
-135.418,-3.264,336.089,1.295,136.256,0.424
-136.456,-3.261,337.16,1.284,137.261,0.424
-137.428,-3.264,338.081,1.296,138.258,0.425
-138.49,-3.26,339.089,1.304,139.265,0.425
-139.478,-3.258,340.123,1.304,140.265,0.426
-140.439,-3.258,341.116,1.306,141.273,0.426
-141.409,-3.261,342.088,1.314,142.262,0.426
-142.487,-3.255,343.096,1.315,143.246,0.427
-143.416,-3.257,344.081,1.329,144.241,0.427
-144.438,-3.256,345.142,1.326,145.25,0.427
-145.452,-3.256,346.121,1.332,146.246,0.428
-146.479,-3.253,347.131,1.332,147.25,0.429
-147.448,-3.252,348.088,1.342,148.252,0.429
-148.455,-3.251,349.104,1.346,149.257,0.429
-149.453,-3.253,350.1,1.348,150.254,0.429
-150.517,-3.249,351.083,1.356,151.254,0.43
-151.497,-3.248,352.089,1.373,152.255,0.432
-152.508,-3.246,353.185,1.357,153.279,0.43
-153.456,-3.246,354.102,1.372,154.276,0.432
-154.468,-3.244,355.104,1.378,155.273,0.431
-155.459,-3.243,356.125,1.384,156.256,0.432
-156.437,-3.242,357.154,1.387,157.25,0.432
-157.415,-3.244,358.154,1.399,158.256,0.432
-158.516,-3.238,359.205,1.392,159.244,0.434
-159.421,-3.238,360.16,1.404,160.244,0.435
-160.426,-3.237,361.183,1.399,161.269,0.434
-161.421,-3.237,362.116,1.414,162.246,0.435
-162.456,-3.235,363.127,1.417,163.245,0.436
-163.44,-3.235,364.099,1.428,164.252,0.436
-164.472,-3.231,365.131,1.432,165.254,0.437
-165.422,-3.233,366.143,1.43,166.262,0.438
-166.454,-3.229,367.101,1.437,167.264,0.438
-167.394,-3.229,368.068,1.458,168.24,0.439
-168.415,-3.227,369.159,1.443,169.233,0.439
-169.383,-3.228,370.085,1.462,170.225,0.44
-170.432,-3.226,371.117,1.472,171.229,0.44
-171.445,-3.224,372.166,1.467,172.229,0.441
-172.414,-3.222,373.128,1.47,173.234,0.443
-173.386,-3.224,374.081,1.483,174.254,0.442
-174.491,-3.219,375.082,1.486,175.227,0.443
-175.425,-3.22,376.063,1.503,176.225,0.445
-176.458,-3.218,377.117,1.498,177.253,0.443
-177.488,-3.216,378.088,1.513,178.238,0.445
-178.484,-3.215,379.12,1.512,179.242,0.446
-179.434,-3.214,380.087,1.527,180.271,0.445
-180.43,-3.212,381.117,1.53,181.236,0.447
-181.395,-3.212,382.123,1.534,182.238,0.448
-182.462,-3.209,383.126,1.545,183.228,0.449
-183.414,-3.21,384.138,1.573,184.222,0.45
-184.453,-3.207,385.277,1.536,185.23,0.45
-185.403,-3.207,386.126,1.558,186.23,0.452
-186.442,-3.205,387.11,1.57,187.242,0.451
-187.442,-3.203,388.111,1.578,188.229,0.452
-188.434,-3.202,389.122,1.579,189.229,0.454
-189.425,-3.203,390.097,1.595,190.248,0.453
-190.531,-3.197,391.125,1.595,191.235,0.455
-191.42,-3.198,392.109,1.613,192.237,0.458
-192.417,-3.197,393.146,1.604,193.284,0.454
-193.415,-3.196,394.086,1.626,194.225,0.456
-194.445,-3.194,395.126,1.629,195.214,0.458
-195.426,-3.194,396.12,1.647,196.225,0.459
-196.463,-3.192,397.179,1.648,197.228,0.459
-197.441,-3.192,398.18,1.644,198.23,0.461
-198.507,-3.187,399.131,1.653,199.234,0.461
-199.441,-3.188,400.095,1.319,200.244,0.462
-200.486,-3.152,399.226,1.258,201.25,0.463
-199.547,-3.147,398.278,1.218,202.241,0.465
-198.598,-3.14,397.283,1.183,203.264,0.465
-197.551,-3.137,396.222,1.179,204.258,0.467
-196.562,-3.133,395.228,1.16,205.285,0.467
-195.528,-3.13,394.187,1.165,206.285,0.466
-194.544,-3.126,393.242,1.144,207.25,0.468
-193.516,-3.122,392.201,1.149,208.227,0.47
-192.524,-3.119,391.232,1.134,209.255,0.469
-191.516,-3.118,390.201,1.137,210.222,0.472
-190.637,-3.11,389.217,1.129,211.231,0.473
-189.533,-3.109,388.218,1.126,212.231,0.473
-188.531,-3.106,387.222,1.123,213.232,0.475
-187.54,-3.102,386.224,1.143,214.222,0.476
-186.539,-3.098,385.383,1.101,215.212,0.477
-185.5,-3.096,384.244,1.109,216.212,0.479
-184.547,-3.091,383.225,1.11,217.241,0.479
-183.513,-3.089,382.229,1.106,218.234,0.48
-182.562,-3.084,381.217,1.101,219.219,0.48
-181.507,-3.083,380.191,1.105,220.198,0.483
-180.527,-3.078,379.222,1.095,221.197,0.484
-179.527,-3.077,378.184,1.101,222.209,0.484
-178.577,-3.072,377.224,1.087,223.183,0.486
-177.591,-3.068,376.159,1.093,224.181,0.489
-176.563,-3.064,375.181,1.09,225.232,0.487
-175.521,-3.063,374.183,1.094,226.189,0.491
-174.598,-3.056,373.226,1.09,227.184,0.491
-173.496,-3.055,372.27,1.079,228.193,0.492
-172.524,-3.051,371.222,1.077,229.204,0.494
-171.549,-3.047,370.186,1.087,230.203,0.496
-170.54,-3.042,369.266,1.068,231.229,0.495
-169.487,-3.039,368.171,1.076,232.197,0.498
-168.525,-3.034,367.201,1.078,233.206,0.498
-167.497,-3.033,366.25,1.07,234.169,0.502
-166.564,-3.027,365.239,1.065,235.176,0.501
-165.531,-3.024,364.205,1.07,236.166,0.503
-164.572,-3.018,363.226,1.063,237.182,0.505
-163.541,-3.015,362.211,1.07,238.196,0.505
-162.558,-3.011,361.28,1.06,239.167,0.507
-161.525,-3.007,360.266,1.064,240.16,0.512
-160.532,-3.003,359.306,1.055,241.205,0.509
-159.519,-3.001,358.258,1.056,242.166,0.513
-158.618,-2.992,357.253,1.052,243.177,0.515
-157.522,-2.99,356.232,1.05,244.205,0.514
-156.542,-2.986,355.205,1.05,245.174,0.516
-155.559,-2.981,354.197,1.057,246.157,0.518
-154.57,-2.975,353.292,1.039,247.145,0.52
-153.554,-2.973,352.184,1.044,248.142,0.523
-152.613,-2.967,351.181,1.046,249.174,0.523
-151.598,-2.963,350.199,1.041,250.159,0.526
-150.618,-2.954,349.197,1.039,251.176,0.527
-149.55,-2.952,348.187,1.043,252.163,0.53
-148.56,-2.947,347.231,1.039,253.183,0.532
-147.54,-2.942,346.222,1.038,254.198,0.533
-146.57,-2.936,345.246,1.031,255.188,0.536
-145.548,-2.931,344.186,1.034,256.201,0.54
-144.538,-2.925,343.197,1.031,257.275,0.534
-143.504,-2.923,342.185,1.032,258.185,0.539
-142.587,-2.911,341.209,1.03,259.175,0.541
-141.509,-2.909,340.226,1.026,260.176,0.543
-140.531,-2.904,339.196,1.025,261.175,0.545
-139.57,-2.897,338.176,1.031,262.156,0.547
-138.589,-2.888,337.256,1.018,263.174,0.548
-137.524,-2.885,336.187,1.023,264.155,0.552
-136.553,-2.876,335.223,1.025,265.178,0.552
-135.521,-2.874,334.28,1.02,266.143,0.556
-134.571,-2.863,333.281,1.015,267.15,0.558
-133.532,-2.858,332.232,1.017,268.154,0.562
-132.554,-2.85,331.234,1.013,269.182,0.562
-131.537,-2.845,330.205,1.017,270.18,0.563
-130.563,-2.836,329.244,1.011,271.137,0.565
-129.544,-2.829,328.211,1.013,272.109,0.571
-128.555,-2.821,327.228,1.009,273.168,0.568
-127.553,-2.819,326.202,1.01,274.111,0.574
-126.653,-2.803,325.215,1.008,275.125,0.577
-125.585,-2.798,324.217,1.006,276.147,0.578
-124.575,-2.789,323.213,1.006,277.156,0.579
-123.574,-2.78,322.215,1.013,278.134,0.583
-122.577,-2.769,321.338,0.998,279.14,0.586
-121.54,-2.765,320.248,1.002,280.142,0.59
-120.587,-2.752,319.239,1.002,281.19,0.59
-119.553,-2.747,318.248,1,282.182,0.594
-118.584,-2.731,317.245,0.998,283.181,0.593
-117.538,-2.725,316.233,0.999,284.148,0.598
-116.555,-2.714,315.262,0.996,285.149,0.601
-115.552,-2.707,314.252,0.998,286.151,0.602
-114.594,-2.695,313.281,0.993,287.127,0.606
-113.606,-2.683,312.244,0.994,288.115,0.614
-112.598,-2.67,311.27,0.994,289.201,0.608
-111.569,-2.666,310.279,0.994,290.127,0.614
-110.642,-2.644,309.318,0.993,291.124,0.617
-109.568,-2.638,308.357,0.988,292.135,0.622
-108.585,-2.627,307.317,0.988,293.151,0.623
-107.615,-2.612,306.279,0.99,294.153,0.628
-106.612,-2.596,305.327,0.984,295.181,0.627
-105.572,-2.588,304.257,0.985,296.141,0.634
-104.603,-2.572,303.253,0.986,297.168,0.632
-103.587,-2.564,302.286,0.983,298.124,0.639
-102.646,-2.543,301.27,0.98,299.136,0.641
-101.631,-2.535,300.23,0.983,300.125,0.646
-100.662,-2.514,299.246,0.98,301.153,0.649
-99.63,-2.501,298.223,0.982,302.179,0.649
-98.63,-2.482,297.266,0.979,303.155,0.654
-97.599,-2.468,296.249,0.98,304.145,0.663
-96.6,-2.451,295.289,0.976,305.226,0.658
-95.589,-2.443,294.262,0.977,306.174,0.667
-94.656,-2.41,293.258,0.975,307.21,0.67
-93.582,-2.4,292.25,0.975,308.247,0.67
-92.582,-2.382,291.229,0.974,309.224,0.672
-91.586,-2.366,290.226,0.976,310.178,0.677
-90.602,-2.343,289.3,0.969,311.171,0.68
-89.572,-2.33,288.229,0.97,312.142,0.688
-88.611,-2.307,287.219,0.971,313.176,0.687
-87.604,-2.291,286.248,0.97,314.146,0.696
-86.629,-2.26,285.249,0.969,315.168,0.695
-85.589,-2.246,284.246,0.97,316.137,0.702
-84.599,-2.222,283.284,0.967,317.147,0.706
-83.585,-2.205,282.281,0.967,318.15,0.707
-82.61,-2.177,281.289,0.963,319.13,0.713
-81.597,-2.155,280.245,0.965,320.137,0.726
-80.59,-2.13,279.246,0.963,321.236,0.712
-79.579,-2.118,278.234,0.964,322.12,0.724
-78.639,-2.075,277.259,0.963,323.103,0.729
-77.582,-2.062,276.264,0.96,324.105,0.733
-76.603,-2.039,275.234,0.96,325.115,0.737
-75.635,-2.011,274.22,0.962,326.099,0.745
-74.647,-1.973,273.271,0.957,327.125,0.746
-73.603,-1.956,272.224,0.959,328.109,0.756
-72.621,-1.923,271.237,0.959,329.144,0.753
-71.596,-1.904,270.279,0.958,330.097,0.764
-70.629,-1.864,269.291,0.955,331.13,0.766
-69.602,-1.841,268.258,0.956,332.129,0.777
-68.609,-1.807,267.265,0.953,333.182,0.776
-67.599,-1.783,266.247,0.954,334.175,0.776
-66.611,-1.744,265.275,0.952,335.129,0.782
-65.59,-1.718,264.261,0.952,336.083,0.796
-64.599,-1.685,263.274,0.951,337.156,0.788
-63.602,-1.667,262.27,0.951,338.081,0.8
-62.66,-1.61,261.276,0.95,339.085,0.808
-61.615,-1.587,260.272,0.949,340.123,0.81
-60.618,-1.556,259.272,0.948,341.114,0.812
-59.631,-1.519,258.28,0.951,342.087,0.822
-58.628,-1.48,257.374,0.944,343.097,0.826
-57.614,-1.455,256.301,0.945,344.077,0.837
-56.64,-1.407,255.291,0.945,345.139,0.837
-55.617,-1.382,254.3,0.944,346.128,0.845
-54.646,-1.331,253.284,0.943,347.123,0.845
-53.618,-1.305,252.269,0.943,348.088,0.856
-52.633,-1.264,251.289,0.941,349.101,0.861
-51.626,-1.233,250.264,0.942,350.106,0.865
-50.649,-1.188,249.283,0.94,351.081,0.874
-49.654,-1.145,248.25,0.94,352.082,0.892
-48.651,-1.102,247.263,0.939,353.191,0.875
-47.632,-1.077,246.261,0.939,354.096,0.893
-46.669,-1.01,245.278,0.939,355.112,0.9
-45.613,-0.983,244.315,0.936,356.133,0.908
-44.618,-0.947,243.289,0.936,357.158,0.911
-43.635,-0.901,242.273,0.937,358.159,0.923
-42.633,-0.85,241.308,0.933,359.207,0.92
-41.602,-0.82,240.261,0.934,360.166,0.933
-40.62,-0.771,239.272,0.935,361.189,0.93
-39.61,-0.74,238.302,0.932,362.124,0.945
-38.636,-0.681,237.287,0.931,363.123,0.947
-37.615,-0.658,236.27,0.932,364.104,0.962
-36.652,-0.599,235.285,0.93,365.139,0.967
-35.636,-0.562,234.28,0.93,366.144,0.967
-34.643,-0.512,233.311,0.929,367.106,0.974
-33.63,-0.475,232.312,0.929,368.065,0.998
-32.633,-0.427,231.338,0.926,369.16,0.984
-31.627,-0.4,230.321,0.926,370.087,1.006
-30.674,-0.325,229.311,0.925,371.113,1.017
-29.619,-0.297,228.304,0.924,372.164,1.012
-28.63,-0.256,227.291,0.924,373.128,1.018
-27.645,-0.21,226.292,0.925,374.084,1.032
-26.639,-0.16,225.338,0.92,375.081,1.038
-25.629,-0.13,224.294,0.921,376.064,1.057
-24.657,-0.08,223.288,0.921,377.121,1.053
-23.66,-0.042,222.307,0.92,378.089,1.071
-22.675,0.019,221.304,0.919,379.117,1.07
-21.649,0.054,220.294,0.919,380.088,1.086
-20.645,0.1,219.319,0.918,381.116,1.094
-19.641,0.131,218.331,0.918,382.125,1.1
-18.662,0.188,217.344,0.917,383.123,1.112
-17.639,0.223,216.319,0.916,384.135,1.141
-16.648,0.268,215.322,0.915,385.27,1.105
-15.637,0.293,214.319,0.915,386.126,1.133
-14.675,0.36,213.336,0.913,387.11,1.145
-13.634,0.383,212.339,0.912,388.116,1.154
-12.649,0.425,211.329,0.912,389.116,1.16
-11.659,0.461,210.327,0.914,390.097,1.18
-10.68,0.514,209.361,0.911,391.13,1.181
-9.653,0.54,208.334,0.91,392.104,1.201
-8.67,0.59,207.349,0.911,393.143,1.194
-7.655,0.613,206.388,0.909,394.091,1.221
-6.682,0.663,205.39,0.906,395.125,1.225
-5.665,0.693,204.37,0.908,396.119,1.245
-4.676,0.736,203.368,0.906,397.17,1.252
-3.662,0.76,202.351,0.906,398.184,1.25
-2.685,0.807,201.36,0.904,399.142,1.263
-1.658,0.833,200.345,0.904,400.1,1.3
-0.668,0.871,199.345,0.904,401.199,1.276
0.334,0.888,198.335,0.903,402.108,1.308
1.295,0.94,197.333,0.902,403.132,1.328
2.32,0.962,196.326,0.901,404.187,1.333
3.308,0.996,195.323,0.901,405.192,1.336
4.308,1.029,194.332,0.902,406.163,1.36
5.316,1.065,193.393,0.898,407.187,1.37
6.337,1.082,192.347,0.899,408.187,1.401
7.316,1.119,191.339,0.898,409.267,1.397
8.331,1.137,190.349,0.897,410.265,1.417
9.319,1.174,189.339,0.896,411.275,1.411
10.343,1.193,188.327,0.896,412.215,1.437
11.339,1.22,187.344,0.894,413.206,1.448
12.343,1.236,186.334,0.894,414.187,1.457
13.317,1.261,185.339,0.892,415.15,1.477
14.317,1.287,184.328,0.892,416.131,1.532
15.318,1.314,183.331,0.892,417.251,1.489
16.335,1.322,182.339,0.89,418.129,1.531
17.299,1.36,181.351,0.89,419.114,1.557
