Voltage(mV),Ferri-Solo,Voltage(mV),Ferri-Solo,Voltage(mV),Ferri-Solo
-153.451,-2.504,-355.363,-1.492,244.321,0.645
-154.472,-2.502,-356.445,-1.489,243.29,0.645
-155.456,-2.501,-357.39,-1.491,242.273,0.646
-156.436,-2.501,-358.436,-1.488,241.311,0.643
-157.417,-2.503,-359.308,-1.49,240.264,0.646
-158.519,-2.497,-360.332,-1.488,239.274,0.646
-159.423,-2.498,-361.278,-1.49,238.303,0.644
-160.429,-2.497,-362.35,-1.49,237.286,0.644
-161.419,-2.497,-363.352,-1.488,236.272,0.644
-162.459,-2.495,-364.287,-1.488,235.291,0.644
-163.445,-2.495,-365.235,-1.492,234.285,0.645
-164.464,-2.492,-366.41,-1.487,233.318,0.643
-165.425,-2.494,-367.27,-1.49,232.31,0.644
-166.463,-2.49,-368.317,-1.489,231.337,0.643
-167.402,-2.491,-369.367,-1.489,230.319,0.643
-168.419,-2.489,-370.357,-1.487,229.319,0.643
-169.387,-2.489,-371.27,-1.489,228.307,0.642
-170.433,-2.488,-372.273,-1.488,227.298,0.642
-171.453,-2.486,-373.237,-1.49,226.294,0.644
-172.428,-2.485,-374.345,-1.486,225.346,0.639
-173.397,-2.487,-375.272,-1.489,224.285,0.641
-174.502,-2.483,-376.331,-1.487,223.287,0.642
-175.43,-2.484,-377.265,-1.489,222.304,0.641
-176.461,-2.483,-378.322,-1.489,221.302,0.64
-177.484,-2.481,-379.335,-1.488,220.3,0.641
-178.486,-2.479,-380.329,-1.487,219.323,0.641
-179.432,-2.48,-381.327,-1.492,218.339,0.64
-180.427,-2.478,-382.54,-1.484,217.347,0.638
-181.409,-2.479,-383.338,-1.488,216.32,0.639
-182.463,-2.476,-384.325,-1.486,215.32,0.639
-183.414,-2.476,-385.306,-1.488,214.323,0.639
-184.451,-2.474,-386.338,-1.487,213.342,0.639
-185.406,-2.474,-387.296,-1.488,212.347,0.638
-186.437,-2.473,-388.344,-1.486,211.337,0.638
-187.438,-2.472,-389.304,-1.489,210.334,0.639
-188.43,-2.471,-390.385,-1.485,209.371,0.636
-189.423,-2.473,-391.281,-1.488,208.336,0.637
-190.54,-2.468,-392.34,-1.486,207.354,0.638
-191.433,-2.468,-393.308,-1.489,206.391,0.636
-192.425,-2.467,-394.412,-1.487,205.401,0.635
-193.415,-2.467,-395.426,-1.485,204.371,0.635
-194.452,-2.465,-396.359,-1.485,203.372,0.633
-195.422,-2.465,-397.296,-1.491,202.348,0.635
-196.46,-2.464,-398.465,-1.484,201.363,0.633
-197.442,-2.464,-399.313,-1.487,200.348,0.634
-198.495,-2.461,-400.353,-1.443,199.346,0.633
,,-399.401,-1.444,198.338,0.632
,,-398.562,-1.434,197.33,0.633
,,-397.404,-1.438,196.333,0.632
,,-396.449,-1.437,195.323,0.632
,,-395.53,-1.434,194.326,0.634
,,-394.528,-1.43,193.39,0.629
,,-393.414,-1.432,192.355,0.63
,,-392.446,-1.429,191.336,0.63
,,-391.387,-1.432,190.351,0.628
,,-390.489,-1.426,189.335,0.628
,,-389.403,-1.428,188.333,0.629
,,-388.451,-1.425,187.346,0.627
,,-387.401,-1.425,186.336,0.627
,,-386.442,-1.423,185.343,0.625
,,-385.421,-1.422,184.331,0.626
,,-384.43,-1.421,183.335,0.625
,,-383.444,-1.423,182.34,0.625
,,-382.645,-1.415,181.354,0.625
,,-381.453,-1.417,180.374,0.623
,,-380.43,-1.417,179.355,0.623
,,-379.444,-1.414,178.348,0.624
,,-378.432,-1.413,177.366,0.621
,,-377.366,-1.414,176.334,0.622
,,-376.44,-1.41,175.338,0.622
,,-375.37,-1.412,174.355,0.619
,,-374.458,-1.408,173.339,0.619
,,-373.35,-1.409,172.328,0.619
,,-372.378,-1.407,171.334,0.618
,,-371.372,-1.408,170.328,0.618
,,-370.457,-1.405,169.339,0.616
,,-369.471,-1.403,168.329,0.617
,,-368.427,-1.402,167.364,0.615
,,-367.368,-1.404,166.365,0.613
,,-366.516,-1.398,165.352,0.613
,,-365.35,-1.4,164.351,0.612
,,-364.395,-1.4,163.342,0.612
,,-363.466,-1.397,162.343,0.612
,,-362.454,-1.395,161.367,0.609
,,-361.382,-1.396,160.348,0.61
,,-360.441,-1.393,159.347,0.609
,,-359.408,-1.395,158.362,0.607
,,-358.535,-1.391,157.36,0.606
,,-357.499,-1.391,156.354,0.606
,,-356.552,-1.388,155.374,0.605
,,-355.471,-1.389,154.382,0.604
,,-354.488,-1.386,153.375,0.602
,,-353.432,-1.386,152.369,0.602
,,-352.413,-1.384,151.357,0.602
,,-351.383,-1.387,150.365,0.6
,,-350.554,-1.38,149.366,0.599
,,-349.364,-1.382,148.355,0.598
,,-348.368,-1.381,147.348,0.598
,,-347.392,-1.38,146.351,0.597
,,-346.415,-1.378,145.359,0.595
,,-345.37,-1.379,144.348,0.594
,,-344.453,-1.376,143.346,0.594
,,-343.424,-1.376,142.369,0.591
,,-342.474,-1.372,141.373,0.589
,,-341.364,-1.373,140.366,0.59
,,-340.386,-1.372,139.377,0.588
,,-339.363,-1.372,138.37,0.588
,,-338.422,-1.37,137.375,0.586
,,-337.409,-1.367,136.372,0.584
,,-336.393,-1.367,135.368,0.583
,,-335.353,-1.369,134.373,0.581
,,-334.504,-1.363,133.367,0.58
,,-333.378,-1.365,132.37,0.579
,,-332.437,-1.364,131.365,0.578
,,-331.515,-1.362,130.373,0.577
,,-330.516,-1.359,129.398,0.573
,,-329.414,-1.36,128.382,0.573
,,-328.433,-1.358,127.374,0.572
,,-327.382,-1.359,126.393,0.569
,,-326.462,-1.355,125.372,0.568
,,-325.391,-1.356,124.375,0.567
,,-324.427,-1.354,123.386,0.565
,,-323.387,-1.353,122.377,0.564
,,-322.418,-1.352,121.375,0.561
,,-321.392,-1.351,120.377,0.56
,,-320.404,-1.35,119.371,0.559
,,-319.41,-1.351,118.377,0.557
,,-318.59,-1.345,117.38,0.556
,,-317.432,-1.347,116.4,0.553
,,-316.43,-1.346,115.401,0.551
,,-315.453,-1.344,114.4,0.549
,,-314.457,-1.343,113.396,0.546
,,-313.411,-1.343,112.393,0.544
,,-312.483,-1.34,111.395,0.544
,,-311.447,-1.341,110.414,0.539
,,-310.527,-1.338,109.392,0.538
,,-309.448,-1.339,108.394,0.536
,,-308.493,-1.337,107.4,0.534
,,-307.491,-1.337,106.391,0.531
,,-306.58,-1.335,105.395,0.529
,,-305.607,-1.332,104.398,0.527
,,-304.554,-1.331,103.407,0.524
,,-303.485,-1.333,102.417,0.52
,,-302.586,-1.328,101.405,0.518
,,-301.437,-1.329,100.405,0.516
,,-300.464,-1.329,99.399,0.514
,,-299.504,-1.327,98.405,0.51
,,-298.487,-1.325,97.397,0.507
,,-297.412,-1.325,96.402,0.505
,,-296.441,-1.323,95.398,0.503
,,-295.407,-1.324,94.414,0.498
,,-294.501,-1.321,93.395,0.496
,,-293.444,-1.321,92.394,0.492
,,-292.504,-1.319,91.397,0.491
,,-291.447,-1.319,90.422,0.486
,,-290.462,-1.317,89.413,0.482
,,-289.421,-1.316,88.412,0.479
,,-288.418,-1.315,87.408,0.476
,,-287.403,-1.316,86.414,0.472
,,-286.558,-1.311,85.405,0.469
,,-285.399,-1.312,84.405,0.465
,,-284.416,-1.311,83.404,0.461
,,-283.449,-1.309,82.409,0.456
,,-282.468,-1.308,81.392,0.453
,,-281.437,-1.308,80.41,0.448
,,-280.522,-1.305,79.401,0.445
,,-279.482,-1.305,78.407,0.441
,,-278.531,-1.302,77.418,0.437
,,-277.426,-1.303,76.421,0.431
,,-276.438,-1.301,75.418,0.426
,,-275.412,-1.301,74.417,0.421
,,-274.46,-1.299,73.405,0.417
,,-273.437,-1.297,72.419,0.411
,,-272.415,-1.296,71.409,0.408
,,-271.383,-1.297,70.427,0.4
,,-270.504,-1.293,69.405,0.396
,,-269.393,-1.294,68.403,0.391
,,-268.437,-1.293,67.407,0.386
,,-267.496,-1.291,66.422,0.38
,,-266.508,-1.289,65.423,0.373
,,-265.432,-1.289,64.431,0.366
,,-264.462,-1.287,63.427,0.362
,,-263.419,-1.288,62.443,0.354
,,-262.509,-1.285,61.426,0.348
,,-261.449,-1.285,60.428,0.343
,,-260.48,-1.283,59.432,0.335
,,-259.454,-1.283,58.426,0.326
,,-258.493,-1.281,57.407,0.32
,,-257.476,-1.28,56.416,0.313
,,-256.499,-1.279,55.41,0.307
,,-255.508,-1.28,54.424,0.296
,,-254.661,-1.275,53.405,0.291
,,-253.513,-1.275,52.414,0.282
,,-252.504,-1.275,51.419,0.275
,,-251.514,-1.273,50.438,0.264
,,-250.509,-1.272,49.41,0.256
,,-249.448,-1.272,48.419,0.247
,,-248.501,-1.269,47.421,0.239
,,-247.456,-1.269,46.43,0.228
,,-246.505,-1.266,45.41,0.219
,,-245.425,-1.266,44.407,0.211
,,-244.449,-1.265,43.415,0.202
,,-243.444,-1.265,42.426,0.189
,,-242.508,-1.262,41.402,0.181
,,-241.523,-1.261,40.415,0.173
,,-240.489,-1.26,39.429,0.162
,,-239.449,-1.26,38.442,0.149
,,-238.546,-1.256,37.433,0.139
,,-237.432,-1.257,36.433,0.128
,,-236.453,-1.257,35.434,0.117
,,-235.505,-1.255,34.437,0.1
,,-234.501,-1.252,33.407,0.094
,,-233.448,-1.252,32.429,0.08
,,-232.494,-1.251,31.425,0.07
,,-231.464,-1.251,30.433,0.053
,,-230.548,-1.249,29.413,0.044
,,-229.523,-1.248,28.415,0.03
,,-228.571,-1.245,27.409,0.019
,,-227.523,-1.245,26.427,0.003
,,-226.528,-1.243,25.416,-0.007
,,-225.495,-1.243,24.441,-0.025
,,-224.495,-1.242,23.425,-0.033
,,-223.476,-1.242,22.446,-0.054
,,-222.598,-1.237,21.427,-0.065
,,-221.472,-1.237,20.418,-0.078
,,-220.477,-1.236,19.421,-0.091
,,-219.504,-1.235,18.436,-0.112
,,-218.524,-1.233,17.404,-0.12
,,-217.492,-1.233,16.428,-0.14
,,-216.562,-1.231,15.408,-0.151
,,-215.542,-1.23,14.425,-0.169
,,-214.589,-1.228,13.419,-0.181
,,-213.511,-1.227,12.432,-0.198
,,-212.525,-1.226,11.436,-0.212
,,-211.528,-1.226,10.438,-0.233
,,-210.586,-1.224,9.418,-0.242
,,-209.567,-1.222,8.436,-0.264
,,-208.555,-1.221,7.413,-0.276
,,-207.535,-1.222,6.429,-0.297
,,-206.645,-1.217,5.414,-0.31
,,-205.562,-1.218,4.403,-0.325
,,-204.594,-1.217,3.408,-0.341
,,-203.655,-1.215,2.407,-0.361
,,-202.668,-1.213,1.383,-0.37
,,-201.583,-1.212,0.42,-0.389
,,-200.6,-1.21,-0.574,-0.403
,,-199.558,-1.21,-1.563,-0.426
,,-198.607,-1.207,-2.583,-0.436
,,-197.555,-1.207,-3.572,-0.454
,,-196.568,-1.205,-4.571,-0.468
,,-195.534,-1.204,-5.565,-0.489
,,-194.549,-1.203,-6.586,-0.499
,,-193.53,-1.201,-7.559,-0.52
,,-192.532,-1.2,-8.573,-0.53
,,-191.527,-1.2,-9.556,-0.552
,,-190.645,-1.195,-10.58,-0.561
,,-189.54,-1.195,-11.565,-0.577
,,-188.534,-1.194,-12.554,-0.59
,,-187.546,-1.193,-13.531,-0.614
,,-186.546,-1.191,-14.572,-0.618
,,-185.507,-1.191,-15.526,-0.639
,,-184.56,-1.188,-16.544,-0.652
,,-183.527,-1.188,-17.544,-0.67
,,-182.574,-1.184,-18.558,-0.68
,,-181.509,-1.184,-19.552,-0.695
,,-180.533,-1.183,-20.547,-0.71
,,-179.536,-1.182,-21.548,-0.727
,,-178.589,-1.18,-22.581,-0.736
,,-177.602,-1.178,-23.56,-0.75
,,-176.575,-1.176,-24.562,-0.757
,,-175.535,-1.176,-25.524,-0.778
,,-174.613,-1.172,-26.546,-0.787
,,-173.511,-1.172,-27.539,-0.798
,,-172.53,-1.171,-28.53,-0.809
,,-171.551,-1.168,-29.519,-0.831
,,-170.543,-1.166,-30.578,-0.83
,,-169.504,-1.166,-31.531,-0.846
,,-168.532,-1.163,-32.534,-0.855
,,-167.507,-1.163,-33.521,-0.87
,,-166.566,-1.16,-34.542,-0.878
,,-165.534,-1.16,-35.543,-0.89
,,-164.583,-1.157,-36.552,-0.893
,,-163.555,-1.156,-37.52,-0.908
,,-162.567,-1.153,-38.534,-0.911
,,-161.532,-1.152,-39.502,-0.928
,,-160.536,-1.15,-40.524,-0.932
,,-159.535,-1.15,-41.503,-0.946
,,-158.632,-1.145,-42.526,-0.953
,,-157.527,-1.144,-43.542,-0.958
,,-156.543,-1.143,-44.526,-0.966
,,-155.556,-1.141,-45.508,-0.982
,,-154.583,-1.139,-46.572,-0.981
,,-153.563,-1.138,-47.532,-0.992
,,-152.62,-1.135,-48.548,-0.998
,,-151.598,-1.133,-49.553,-1.005
,,-150.623,-1.13,-50.552,-1.008
,,-149.555,-1.129,-51.524,-1.016
,,-148.568,-1.126,-52.526,-1.02
,,-147.544,-1.125,-53.514,-1.032
,,-146.577,-1.122,-54.55,-1.032
,,-145.559,-1.12,-55.52,-1.043
,,-144.546,-1.117,-56.546,-1.043
,,-143.516,-1.117,-57.517,-1.052
,,-142.597,-1.112,-58.53,-1.055
,,-141.509,-1.112,-59.528,-1.059
,,-140.547,-1.11,-60.519,-1.063
,,-139.579,-1.107,-61.52,-1.073
,,-138.601,-1.103,-62.566,-1.069
,,-137.537,-1.102,-63.498,-1.076
,,-136.558,-1.099,-64.495,-1.079
,,-135.533,-1.098,-65.486,-1.087
,,-134.58,-1.094,-66.502,-1.087
,,-133.548,-1.092,-67.493,-1.092
,,-132.562,-1.088,-68.505,-1.094
,,-131.547,-1.087,-69.501,-1.1
,,-130.572,-1.083,-70.529,-1.099
,,-129.554,-1.08,-71.496,-1.105
,,-128.567,-1.077,-72.513,-1.105
,,-127.567,-1.076,-73.494,-1.112
,,-126.662,-1.069,-74.544,-1.112
,,-125.582,-1.068,-75.539,-1.113
,,-124.578,-1.065,-76.51,-1.114
,,-123.585,-1.061,-77.478,-1.121
,,-122.583,-1.058,-78.539,-1.118
,,-121.55,-1.056,-79.482,-1.123
,,-120.591,-1.05,-80.498,-1.124
,,-119.555,-1.049,-81.489,-1.127
,,-118.599,-1.043,-82.515,-1.127
,,-117.54,-1.041,-83.495,-1.129
,,-116.552,-1.037,-84.493,-1.13
,,-115.56,-1.034,-85.485,-1.135
,,-114.599,-1.029,-86.536,-1.133
,,-113.607,-1.025,-87.514,-1.136
,,-112.597,-1.021,-88.516,-1.134
,,-111.579,-1.019,-89.479,-1.139
,,-110.64,-1.01,-90.496,-1.139
,,-109.57,-1.009,-91.493,-1.14
,,-108.595,-1.004,-92.483,-1.141
,,-107.615,-0.999,-93.473,-1.145
,,-106.614,-0.993,-94.56,-1.14
,,-105.59,-0.991,-95.491,-1.144
,,-104.621,-0.983,-96.505,-1.144
,,-103.6,-0.981,-97.503,-1.147
,,-102.653,-0.973,-98.541,-1.146
,,-101.638,-0.971,-99.531,-1.147
,,-100.676,-0.962,-100.556,-1.146
,,-99.642,-0.957,-101.528,-1.148
,,-98.64,-0.95,-102.547,-1.146
,,-97.612,-0.945,-103.494,-1.149
,,-96.611,-0.939,-104.507,-1.148
,,-95.606,-0.937,-105.47,-1.15
,,-94.677,-0.923,-106.507,-1.15
,,-93.587,-0.921,-107.518,-1.149
,,-92.59,-0.914,-108.488,-1.15
,,-91.594,-0.908,-109.469,-1.153
,,-90.605,-0.899,-110.54,-1.149
,,-89.579,-0.895,-111.477,-1.151
,,-88.614,-0.886,-112.496,-1.152
,,-87.615,-0.88,-113.507,-1.152
,,-86.636,-0.868,-114.504,-1.151
,,-85.59,-0.863,-115.459,-1.153
,,-84.602,-0.854,-116.469,-1.152
,,-83.594,-0.848,-117.444,-1.154
,,-82.615,-0.837,-118.497,-1.152
,,-81.601,-0.829,-119.454,-1.154
,,-80.598,-0.82,-120.483,-1.152
,,-79.581,-0.815,-121.451,-1.154
,,-78.641,-0.799,-122.479,-1.153
,,-77.587,-0.794,-123.482,-1.153
,,-76.613,-0.786,-124.475,-1.154
,,-75.637,-0.774,-125.468,-1.155
,,-74.647,-0.76,-126.562,-1.151
,,-73.612,-0.753,-127.461,-1.153
,,-72.623,-0.74,-128.451,-1.153
,,-71.606,-0.735,-129.443,-1.154
,,-70.64,-0.718,-130.459,-1.152
,,-69.606,-0.71,-131.434,-1.153
,,-68.621,-0.697,-132.45,-1.153
,,-67.603,-0.688,-133.433,-1.154
,,-66.629,-0.672,-134.47,-1.152
,,-65.595,-0.662,-135.422,-1.153
,,-64.608,-0.649,-136.452,-1.152
,,-63.606,-0.643,-137.429,-1.154
,,-62.669,-0.621,-138.485,-1.153
,,-61.622,-0.612,-139.475,-1.152
,,-60.627,-0.598,-140.443,-1.152
,,-59.637,-0.586,-141.402,-1.154
,,-58.645,-0.568,-142.48,-1.151
,,-57.615,-0.559,-143.409,-1.153
,,-56.646,-0.541,-144.426,-1.153
,,-55.624,-0.531,-145.441,-1.152
,,-54.656,-0.509,-146.466,-1.152
,,-53.618,-0.499,-147.439,-1.152
,,-52.636,-0.483,-148.456,-1.151
,,-51.626,-0.47,-149.446,-1.153
,,-50.658,-0.453,-150.518,-1.151
,,-49.66,-0.435,-151.492,-1.151
,,-48.657,-0.417,-152.509,-1.15
,,-47.63,-0.408,-153.449,-1.151
,,-46.674,-0.379,-154.479,-1.15
,,-45.621,-0.371,-155.461,-1.15
,,-44.631,-0.355,-156.436,-1.15
,,-43.648,-0.336,-157.415,-1.151
,,-42.642,-0.315,-158.525,-1.148
,,-41.605,-0.303,-159.428,-1.15
,,-40.634,-0.283,-160.43,-1.149
,,-39.619,-0.272,-161.426,-1.15
,,-38.648,-0.247,-162.456,-1.149
,,-37.63,-0.236,-163.443,-1.149
,,-36.661,-0.212,-164.472,-1.148
,,-35.646,-0.197,-165.428,-1.149
,,-34.653,-0.176,-166.465,-1.147
,,-33.634,-0.16,-167.391,-1.148
,,-32.64,-0.14,-168.421,-1.147
,,-31.633,-0.131,-169.392,-1.149
,,-30.676,-0.099,-170.442,-1.148
,,-29.635,-0.089,-171.453,-1.147
,,-28.641,-0.071,-172.426,-1.147
,,-27.652,-0.053,-173.393,-1.149
,,-26.658,-0.031,-174.5,-1.146
,,-25.64,-0.019,-175.422,-1.147
,,-24.669,0.001,-176.454,-1.147
,,-23.681,0.017,-177.485,-1.146
,,-22.691,0.042,-178.477,-1.146
,,-21.667,0.056,-179.422,-1.146
,,-20.661,0.075,-180.428,-1.146
,,-19.657,0.089,-181.396,-1.146
,,-18.672,0.112,-182.453,-1.145
,,-17.65,0.126,-183.406,-1.145
,,-16.665,0.147,-184.445,-1.144
,,-15.645,0.155,-185.402,-1.145
,,-14.682,0.182,-186.437,-1.145
,,-13.646,0.192,-187.44,-1.145
,,-12.658,0.207,-188.432,-1.144
,,-11.675,0.222,-189.423,-1.146
,,-10.69,0.245,-190.543,-1.143
,,-9.669,0.254,-191.421,-1.144
,,-8.689,0.275,-192.421,-1.144
,,-7.667,0.284,-193.421,-1.144
,,-6.691,0.306,-194.444,-1.143
,,-5.672,0.316,-195.421,-1.144
,,-4.678,0.332,-196.457,-1.143
,,-3.673,0.343,-197.44,-1.144
,,-2.681,0.361,-198.497,-1.142
,,-1.665,0.369,-199.434,-1.143
,,-0.684,0.385,-200.487,-1.142
,,0.322,0.392,-201.476,-1.144
,,1.281,0.411,-202.552,-1.142
,,2.304,0.421,-203.546,-1.141
,,3.301,0.433,-204.497,-1.141
,,4.307,0.444,-205.441,-1.143
,,5.3,0.458,-206.539,-1.14
,,6.329,0.464,-207.425,-1.142
,,7.307,0.48,-208.444,-1.142
,,8.331,0.484,-209.448,-1.142
,,9.309,0.501,-210.466,-1.14
,,10.338,0.505,-211.415,-1.141
,,11.326,0.516,-212.427,-1.14
,,12.33,0.522,-213.395,-1.142
,,13.323,0.532,-214.479,-1.14
,,14.309,0.539,-215.433,-1.141
,,15.302,0.55,-216.446,-1.14
,,16.322,0.552,-217.386,-1.141
,,17.293,0.568,-218.405,-1.14
,,18.334,0.568,-219.395,-1.14
,,19.318,0.575,-220.374,-1.139
,,20.309,0.583,-221.343,-1.142
,,21.313,0.591,-222.489,-1.138
,,22.334,0.593,-223.366,-1.14
,,23.323,0.601,-224.379,-1.14
,,24.338,0.602,-225.387,-1.141
,,25.307,0.613,-226.428,-1.139
,,26.328,0.613,-227.408,-1.14
,,27.309,0.62,-228.453,-1.139
,,28.306,0.622,-229.407,-1.14
,,29.299,0.631,-230.437,-1.138
,,30.328,0.632,-231.352,-1.139
,,31.318,0.635,-232.374,-1.138
,,32.318,0.637,-233.331,-1.14
,,33.296,0.646,-234.387,-1.139
,,34.332,0.645,-235.396,-1.138
,,35.33,0.647,-236.349,-1.138
,,36.321,0.651,-237.315,-1.141
,,37.323,0.655,-238.432,-1.138
,,38.339,0.654,-239.338,-1.139
,,39.318,0.657,-240.377,-1.139
,,40.31,0.659,-241.407,-1.138
,,41.293,0.664,-242.399,-1.137
,,42.318,0.665,-243.346,-1.138
,,43.319,0.665,-244.342,-1.137
,,44.311,0.667,-245.313,-1.139
,,45.303,0.669,-246.402,-1.137
,,46.316,0.669,-247.343,-1.138
,,47.309,0.672,-248.389,-1.137
,,48.315,0.671,-249.34,-1.138
,,49.301,0.676,-250.386,-1.138
,,50.317,0.674,-251.397,-1.138
,,51.313,0.675,-252.391,-1.137
,,52.308,0.674,-253.394,-1.14
,,53.286,0.677,-254.56,-1.136
,,54.308,0.677,-255.4,-1.137
,,55.3,0.679,-256.386,-1.137
,,56.31,0.678,-257.365,-1.138
,,57.3,0.68,-258.386,-1.137
,,58.31,0.679,-259.35,-1.138
,,59.309,0.679,-260.379,-1.137
,,60.309,0.68,-261.344,-1.138
,,61.307,0.682,-262.397,-1.136
,,62.326,0.681,-263.312,-1.137
,,63.315,0.68,-264.349,-1.137
,,64.316,0.68,-265.32,-1.139
,,65.304,0.681,-266.398,-1.137
,,66.3,0.68,-267.394,-1.136
,,67.295,0.681,-268.338,-1.136
,,68.293,0.68,-269.292,-1.138
,,69.288,0.681,-270.398,-1.135
,,70.299,0.681,-271.278,-1.137
,,71.291,0.68,-272.303,-1.137
,,72.297,0.68,-273.334,-1.138
,,73.299,0.681,-274.357,-1.137
,,74.307,0.68,-275.309,-1.138
,,75.305,0.68,-276.331,-1.136
,,76.301,0.679,-277.3,-1.138
,,77.301,0.679,-278.419,-1.136
,,78.293,0.679,-279.38,-1.137
,,79.281,0.679,-280.405,-1.135
,,80.288,0.678,-281.327,-1.137
,,81.281,0.68,-282.359,-1.136
,,82.297,0.678,-283.339,-1.136
,,83.287,0.678,-284.307,-1.136
,,84.287,0.677,-285.285,-1.139
,,85.289,0.678,-286.438,-1.135
,,86.307,0.676,-287.299,-1.137
,,87.284,0.678,-288.307,-1.136
,,88.299,0.676,-289.307,-1.137
,,89.291,0.677,-290.355,-1.136
,,90.305,0.674,-291.337,-1.137
,,91.285,0.676,-292.398,-1.135
,,92.284,0.675,-293.341,-1.137
,,93.281,0.676,-294.395,-1.135
,,94.292,0.674,-295.291,-1.137
,,95.274,0.675,-296.334,-1.135
,,96.281,0.674,-297.299,-1.137
,,97.283,0.676,-298.37,-1.137
,,98.293,0.674,-299.397,-1.136
,,99.29,0.674,-300.356,-1.135
,,100.292,0.674,-301.322,-1.138
,,101.289,0.674,-302.478,-1.134
,,102.307,0.673,-303.37,-1.137
,,103.294,0.671,-304.432,-1.137
,,104.283,0.672,-305.483,-1.136
,,105.28,0.672,-306.474,-1.134
,,106.281,0.672,-307.389,-1.136
,,107.287,0.671,-308.387,-1.135
,,108.285,0.672,-309.332,-1.136
,,109.288,0.672,-310.407,-1.134
,,110.301,0.671,-311.332,-1.136
,,111.276,0.671,-312.38,-1.134
,,112.277,0.671,-313.31,-1.136
,,113.288,0.671,-314.354,-1.135
,,114.291,0.67,-315.343,-1.135
,,115.293,0.67,-316.325,-1.135
,,116.298,0.668,-317.311,-1.138
,,117.272,0.67,-318.47,-1.133
,,118.274,0.669,-319.3,-1.135
,,119.265,0.67,-320.291,-1.135
,,120.271,0.67,-321.281,-1.136
,,121.269,0.669,-322.311,-1.135
,,122.268,0.67,-323.274,-1.136
,,123.278,0.669,-324.323,-1.135
,,124.27,0.669,-325.285,-1.137
,,125.27,0.669,-326.354,-1.134
,,126.279,0.669,-327.265,-1.136
,,127.276,0.669,-328.323,-1.135
,,128.283,0.669,-329.301,-1.137
,,129.296,0.667,-330.397,-1.135
,,130.264,0.667,-331.41,-1.134
,,131.257,0.668,-332.329,-1.133
,,132.264,0.668,-333.253,-1.137
,,133.261,0.669,-334.391,-1.132
,,134.265,0.668,-335.246,-1.135
,,135.257,0.668,-336.277,-1.135
,,136.26,0.668,-337.3,-1.134
,,137.262,0.668,-338.317,-1.133
,,138.26,0.668,-339.254,-1.135
,,139.266,0.669,-340.275,-1.134
,,140.266,0.669,-341.244,-1.136
,,141.272,0.668,-342.361,-1.133
,,142.264,0.669,-343.307,-1.135
,,143.245,0.668,-344.35,-1.132
,,144.238,0.67,-345.258,-1.135
,,145.258,0.669,-346.303,-1.133
,,146.244,0.668,-347.287,-1.133
,,147.249,0.67,-348.26,-1.134
,,148.255,0.67,-349.248,-1.136
,,149.261,0.669,-350.441,-1.131
,,150.264,0.67,-351.277,-1.134
,,151.26,0.67,-352.303,-1.133
,,152.262,0.67,-353.315,-1.134
,,153.274,0.67,-354.371,-1.133
,,154.279,0.669,-355.366,-1.135
,,155.273,0.669,-356.445,-1.132
,,156.26,0.67,-357.389,-1.134
,,157.25,0.671,-358.436,-1.131
,,158.262,0.671,-359.312,-1.133
,,159.248,0.671,-360.336,-1.132
,,160.244,0.672,-361.28,-1.134
,,161.269,0.671,-362.355,-1.133
,,162.247,0.671,-363.356,-1.131
,,163.244,0.672,-364.298,-1.132
,,164.248,0.672,-365.244,-1.136
,,165.251,0.672,-366.407,-1.13
,,166.259,0.673,-367.261,-1.134
,,167.259,0.672,-368.309,-1.133
,,168.234,0.674,-369.362,-1.133
,,169.236,0.673,-370.362,-1.131
,,170.218,0.675,-371.272,-1.132
,,171.235,0.674,-372.273,-1.132
,,172.22,0.675,-373.239,-1.135
,,173.238,0.675,-374.339,-1.132
,,174.253,0.674,-375.276,-1.134
,,175.232,0.676,-376.328,-1.132
,,176.229,0.677,-377.265,-1.135
,,177.26,0.676,-378.331,-1.133
,,178.24,0.677,-379.329,-1.133
,,179.255,0.678,-380.332,-1.133
,,180.276,0.677,-381.331,-1.138
,,181.245,0.677,-382.545,-1.129
,,182.24,0.678,-383.342,-1.133
,,183.229,0.679,-384.328,-1.133
,,184.226,0.68,-385.317,-1.134
,,185.24,0.68,-386.343,-1.132
,,186.233,0.681,-387.299,-1.135
,,187.249,0.68,-388.346,-1.133
,,188.228,0.682,-389.304,-1.135
,,189.24,0.683,-390.38,-1.132
,,190.256,0.682,-391.277,-1.136
,,191.238,0.684,-392.342,-1.133
,,192.244,0.686,-393.304,-1.137
,,193.292,0.682,-394.412,-1.134
,,194.227,0.684,-395.425,-1.133
,,195.222,0.686,-396.354,-1.133
,,196.236,0.686,-397.288,-1.138
,,197.231,0.687,-398.454,-1.131
,,198.234,0.688,-399.299,-1.136
,,199.25,0.688,-400.354,-1.136
,,200.248,0.689,-401.393,-1.136
,,201.261,0.689,-402.436,-1.134
,,202.252,0.69,-403.379,-1.137
,,203.265,0.69,-404.421,-1.135
,,204.269,0.692,-405.407,-1.139
,,205.287,0.691,-406.55,-1.135
,,206.283,0.692,-407.506,-1.137
,,207.254,0.693,-408.559,-1.133
,,208.227,0.695,-409.444,-1.137
,,209.261,0.694,-410.461,-1.136
,,210.225,0.696,-411.435,-1.135
,,211.226,0.697,-412.379,-1.136
