voltage1,corriente1,voltage2,corriente2,voltage3,corriente3
419.413,18.895,381.17,19.876,181.233,-10.411
418.414,18.89,382.185,19.891,182.219,-10.344
417.545,18.836,383.171,19.92,183.213,-10.274
416.436,18.821,384.19,19.977,184.209,-10.2
415.444,18.798,385.323,19.939,185.219,-10.132
414.477,18.77,386.183,19.976,186.208,-10.054
413.496,18.74,387.171,20.002,187.222,-9.982
412.497,18.722,388.17,20.024,188.21,-9.9
411.566,18.684,389.172,20.039,189.211,-9.814
410.55,18.657,390.152,20.074,190.225,-9.737
409.571,18.607,391.185,20.082,191.216,-9.648
408.485,18.582,392.159,20.118,192.225,-9.545
407.475,18.544,393.201,20.124,193.268,-9.484
406.449,18.519,394.155,20.159,194.217,-9.385
405.474,18.484,395.18,20.173,195.199,-9.284
404.475,18.441,396.174,20.21,196.207,-9.184
403.424,18.407,397.233,20.224,197.217,-9.088
402.393,18.393,398.234,20.233,198.213,-8.977
401.48,18.331,399.182,20.253,199.228,-8.874
400.387,18.308,400.152,20.301,200.228,-8.76
399.414,18.278,401.254,20.293,201.242,-8.658
398.464,18.236,402.165,20.331,202.221,-8.528
397.468,18.182,403.199,20.358,203.243,-8.411
396.413,18.151,404.24,20.376,204.252,-8.278
395.415,18.104,405.247,20.389,205.273,-8.159
394.377,18.081,406.215,20.418,206.269,-8.049
393.425,18.024,407.239,20.438,207.232,-7.92
392.387,17.991,408.244,20.474,208.213,-7.769
391.415,17.936,409.326,20.484,209.251,-7.658
390.386,17.897,410.324,20.507,210.209,-7.509
389.396,17.85,411.332,20.515,211.203,-7.355
388.399,17.801,412.268,20.542,212.223,-7.207
387.395,17.755,413.271,20.56,213.219,-7.06
386.403,17.743,414.247,20.577,214.203,-6.896
