voltage1,corriente1,voltage2,corriente2,voltage3,corriente3
50.332,5.414,-149.563,-7.486,-349.356,-8.53
51.323,5.464,-148.572,-7.46,-348.363,-8.528
52.319,5.511,-147.553,-7.448,-347.391,-8.525
53.312,5.57,-146.593,-7.418,-346.403,-8.52
54.323,5.608,-145.566,-7.394,-345.358,-8.522
55.313,5.661,-144.544,-7.368,-344.445,-8.515
56.323,5.696,-143.525,-7.364,-343.41,-8.516
57.309,5.749,-142.602,-7.315,-342.474,-8.506
58.32,5.792,-141.519,-7.305,-341.355,-8.509
59.325,5.833,-140.55,-7.284,-340.379,-8.504
60.319,5.868,-139.582,-7.257,-339.354,-8.505
61.316,5.921,-138.599,-7.218,-338.419,-8.5
62.336,5.949,-137.542,-7.205,-337.407,-8.496
63.33,5.991,-136.568,-7.166,-336.385,-8.493
64.332,6.02,-135.528,-7.155,-335.344,-8.498
65.318,6.06,-134.579,-7.116,-334.495,-8.484
66.314,6.092,-133.548,-7.096,-333.371,-8.49
67.301,6.128,-132.568,-7.059,-332.434,-8.488
68.305,6.161,-131.545,-7.04,-331.505,-8.482
69.301,6.197,-130.574,-7.002,-330.507,-8.475
70.315,6.221,-129.554,-6.978,-329.409,-8.476
71.304,6.256,-128.559,-6.944,-328.434,-8.47
72.315,6.28,-127.562,-6.935,-327.37,-8.475
73.304,6.315,-126.656,-6.871,-326.464,-8.464
74.316,6.339,-125.58,-6.851,-325.387,-8.466
75.315,6.363,-124.581,-6.821,-324.419,-8.461
76.316,6.389,-123.586,-6.787,-323.376,-8.462
77.316,6.411,-122.588,-6.744,-322.418,-8.456
78.31,6.43,-121.551,-6.727,-321.385,-8.455
79.299,6.453,-120.596,-6.677,-320.397,-8.452
80.296,6.475,-119.563,-6.658,-319.395,-8.458
81.296,6.501,-118.601,-6.601,-318.584,-8.441
82.312,6.516,-117.547,-6.577,-317.434,-8.444
83.306,6.535,-116.566,-6.539,-316.428,-8.442
84.305,6.553,-115.567,-6.511,-315.446,-8.439
